;office_name;county_id;candidate_name;party_affiliation;num_precincts_reporting;total_num_precincts_voting;candidate_votes;candidate_percent_vote
1687;SOIL AND WATER SUPERVISOR DISTRICT 4;68;WRITE-IN (TOTAL);WI;44;44;13;0.27
1688;COUNTY COMMISSIONER DISTRICT 1;69;DENNIS E. FINK;NP;186;187;6246;55.31
1689;COUNTY COMMISSIONER DISTRICT 1;69;KIMBERLY (KIM) MCKAY;NP;186;187;4968;43.99
1690;COUNTY COMMISSIONER DISTRICT 1;69;WRITE-IN (TOTAL);WI;186;187;79;0.7
1691;COUNTY COMMISSIONER DISTRICT 2;69;JOANNE FAY;NP;186;187;6484;56.97
1692;COUNTY COMMISSIONER DISTRICT 2;69;KRISTINE OSBAKKEN;NP;186;187;4818;42.33
1693;COUNTY COMMISSIONER DISTRICT 2;69;WRITE-IN (TOTAL);WI;186;187;79;0.69
1694;COUNTY COMMISSIONER DISTRICT 4;69;BILL OJALA;NP;186;187;5310;38.36
1695;COUNTY COMMISSIONER DISTRICT 4;69;MIKE FORSMAN;NP;186;187;8479;61.25
1696;COUNTY COMMISSIONER DISTRICT 4;69;WRITE-IN (TOTAL);WI;186;187;54;0.39
1697;COUNTY COMMISSIONER DISTRICT 5;69;PEG  SWEENEY;NP;186;187;7219;54.71
1698;COUNTY COMMISSIONER DISTRICT 5;69;KAY KNIGHT;NP;186;187;5938;45
1699;COUNTY COMMISSIONER DISTRICT 5;69;WRITE-IN (TOTAL);WI;186;187;39;0.3
1700;COUNTY COMMISSIONER DISTRICT 6;69;KEITH NELSON;NP;186;187;6972;50.9
1701;COUNTY COMMISSIONER DISTRICT 6;69;PAUL PLESHA;NP;186;187;6672;48.71
1702;COUNTY COMMISSIONER DISTRICT 6;69;WRITE-IN (TOTAL);WI;186;187;53;0.39
1703;COUNTY AUDITOR/TREASURER;69;GORDON D. MCFAUL;NP;186;187;54959;64.63
1704;COUNTY AUDITOR/TREASURER;69;ELAINE S. HANSEN;NP;186;187;29708;34.93
1705;COUNTY AUDITOR/TREASURER;69;WRITE-IN (TOTAL);WI;186;187;373;0.44
1706;COUNTY SHERIFF;69;ROSS LITMAN;NP;186;187;48923;55.16
1707;COUNTY SHERIFF;69;LAURENCE A. CUFFE;NP;186;187;39237;44.24
1708;COUNTY SHERIFF;69;WRITE-IN (TOTAL);WI;186;187;534;0.6
1709;COUNTY ATTORNEY;69;ALAN L. MITCHELL;NP;186;187;76669;98.84
1710;COUNTY ATTORNEY;69;WRITE-IN (TOTAL);WI;186;187;901;1.16
1711;SOIL AND WATER SUPERVISOR DISTRICT 1;69;MARGARET (PEGGY) PEARSON;NP;186;187;31924;99.43
1712;SOIL AND WATER SUPERVISOR DISTRICT 1;69;WRITE-IN (TOTAL);WI;186;187;182;0.57
1713;SOIL AND WATER SUPERVISOR DISTRICT 3;69;LIZBETH VOELKER;NP;186;187;31506;99.58
1714;SOIL AND WATER SUPERVISOR DISTRICT 3;69;WRITE-IN (TOTAL);WI;186;187;134;0.42
1715;SOIL AND WATER SUPERVISOR DISTRICT 2;69;RICHARD D HARMS;NP;186;187;11572;27.3
1716;SOIL AND WATER SUPERVISOR DISTRICT 2;69;FRANK SVERCL;NP;186;187;5657;13.34
1717;SOIL AND WATER SUPERVISOR DISTRICT 2;69;MARCIA STROMGREN;NP;186;187;24817;58.54
1718;SOIL AND WATER SUPERVISOR DISTRICT 2;69;WRITE-IN (TOTAL);WI;186;187;346;0.82
1719;SOIL AND WATER SUPERVISOR DISTRICT 3;69;ALBERT L. MOLINE;NP;186;187;40200;98.84
1720;SOIL AND WATER SUPERVISOR DISTRICT 3;69;WRITE-IN (TOTAL);WI;186;187;472;1.16
1721;SOIL AND WATER SUPERVISOR DISTRICT 5;69;DEBRA L.  TAYLOR;NP;186;187;39251;99.19
1722;SOIL AND WATER SUPERVISOR DISTRICT 5;69;WRITE-IN (TOTAL);WI;186;187;322;0.81
1723;COUNTY COMMISSIONER DISTRICT 1;70;RALPH T. MALZ;NP;40;40;3365;41.34
1724;COUNTY COMMISSIONER DISTRICT 1;70;JOE WAGNER;NP;40;40;4755;58.42
1725;COUNTY COMMISSIONER DISTRICT 1;70;WRITE-IN (TOTAL);WI;40;40;20;0.25
1726;COUNTY COMMISSIONER DISTRICT 2;70;RAYMOND R LOFTUS;NP;40;40;3403;44.16
1727;COUNTY COMMISSIONER DISTRICT 2;70;BOB VOGEL;NP;40;40;4280;55.54
1728;COUNTY COMMISSIONER DISTRICT 2;70;WRITE-IN (TOTAL);WI;40;40;23;0.3
1729;COUNTY COMMISSIONER DISTRICT 3;70;JERRY POOLE;NP;40;40;3500;48.08
1730;COUNTY COMMISSIONER DISTRICT 3;70;JERRY HENNEN;NP;40;40;3752;51.54
1731;COUNTY COMMISSIONER DISTRICT 3;70;WRITE-IN (TOTAL);WI;40;40;28;0.38
1732;COUNTY COMMISSIONER DISTRICT 4;70;BARBARA MARSCHALL;NP;40;40;7752;98.84
1733;COUNTY COMMISSIONER DISTRICT 4;70;WRITE-IN (TOTAL);WI;40;40;91;1.16
1734;COUNTY COMMISSIONER DISTRICT 5;70;JON ULRICH;NP;40;40;5943;98.31
1735;COUNTY COMMISSIONER DISTRICT 5;70;WRITE-IN (TOTAL);WI;40;40;102;1.69
1736;COUNTY SHERIFF;70;DAVE MENDEN;NP;40;40;24086;61.82
1737;COUNTY SHERIFF;70;KEVIN STUDNICKA;NP;40;40;14753;37.87
1738;COUNTY SHERIFF;70;WRITE-IN (TOTAL);WI;40;40;122;0.31
1739;COUNTY ATTORNEY;70;JAMES A.  TERWEDO;NP;40;40;18172;48.01
1740;COUNTY ATTORNEY;70;PAT CILIBERTO;NP;40;40;19570;51.71
1741;COUNTY ATTORNEY;70;WRITE-IN (TOTAL);WI;40;40;106;0.28
1742;SOIL AND WATER SUPERVISOR DISTRICT 4;70;JIM FITZSIMMONS;NP;40;40;19530;59.96
1743;SOIL AND WATER SUPERVISOR DISTRICT 4;70;NORMAN A. SHUTROP;NP;40;40;12842;39.43
1744;SOIL AND WATER SUPERVISOR DISTRICT 4;70;WRITE-IN (TOTAL);WI;40;40;199;0.61
1745;SOIL AND WATER SUPERVISOR DISTRICT 5;70;JIM SCHWINGLER;NP;40;40;30980;99.12
1746;SOIL AND WATER SUPERVISOR DISTRICT 5;70;WRITE-IN (TOTAL);WI;40;40;276;0.88
1747;COUNTY COMMISSIONER DISTRICT 1;71;ARNE ENGSTROM;NP;29;29;4420;98.82
1748;COUNTY COMMISSIONER DISTRICT 1;71;WRITE-IN (TOTAL);WI;29;29;53;1.18
1749;COUNTY COMMISSIONER DISTRICT 2;71;TERRY NAGORSKI;NP;29;29;2816;55.95
1750;COUNTY COMMISSIONER DISTRICT 2;71;TOM JOHNSON;NP;29;29;2201;43.73
1751;COUNTY COMMISSIONER DISTRICT 2;71;WRITE-IN (TOTAL);WI;29;29;16;0.32
1752;COUNTY COMMISSIONER DISTRICT 3;71;ROGER  NELSON;NP;29;29;2640;50.88
1753;COUNTY COMMISSIONER DISTRICT 3;71;JOHN  RIEBEL, SR.;NP;29;29;2531;48.78
1754;COUNTY COMMISSIONER DISTRICT 3;71;WRITE-IN (TOTAL);WI;29;29;18;0.35
1755;COUNTY COMMISSIONER DISTRICT 4;71;RAYMOND M. FRIEDL;NP;29;29;2493;46.7
1756;COUNTY COMMISSIONER DISTRICT 4;71;FELIX SCHMIESING, JR. ;NP;29;29;2828;52.98
1757;COUNTY COMMISSIONER DISTRICT 4;71;WRITE-IN (TOTAL);WI;29;29;17;0.32
1758;COUNTY COMMISSIONER DISTRICT 5;71;BRYAN LAWRENCE;NP;29;29;2084;37.98
1759;COUNTY COMMISSIONER DISTRICT 5;71;RACHEL S. LEONARD;NP;29;29;3382;61.64
1760;COUNTY COMMISSIONER DISTRICT 5;71;WRITE-IN (TOTAL);WI;29;29;21;0.38
1761;COUNTY AUDITOR/TREASURER;71;RAMONA DOEBLER;NP;29;29;22721;99.26
1762;COUNTY AUDITOR/TREASURER;71;WRITE-IN (TOTAL);WI;29;29;169;0.74
1763;COUNTY RECORDER;71;MICHELLE ASHE;NP;29;29;11521;50.29
1764;COUNTY RECORDER;71;SANDY SCHNEIDER;NP;29;29;11298;49.32
1765;COUNTY RECORDER;71;WRITE-IN (TOTAL);WI;29;29;90;0.39
1766;COUNTY SHERIFF;71;BRUCE M. ANDERSON;NP;29;29;23745;98.65
1767;COUNTY SHERIFF;71;WRITE-IN (TOTAL);WI;29;29;326;1.35
1768;COUNTY ATTORNEY;71;WALTER KAMINSKY;NP;29;29;10663;43.73
1769;COUNTY ATTORNEY;71;KATHLEEN A. HEANEY;NP;29;29;13649;55.98
1770;COUNTY ATTORNEY;71;WRITE-IN (TOTAL);WI;29;29;71;0.29
1771;SOIL AND WATER SUPERVISOR DISTRICT 2;71;LEANDER (LEE) SCHLOSSER;NP;29;29;21789;99.27
1772;SOIL AND WATER SUPERVISOR DISTRICT 2;71;WRITE-IN (TOTAL);WI;29;29;160;0.73
1773;SOIL AND WATER SUPERVISOR DISTRICT 4;71;DEBRA L. SEELEY;NP;29;29;21832;99.39
1774;SOIL AND WATER SUPERVISOR DISTRICT 4;71;WRITE-IN (TOTAL);WI;29;29;134;0.61
1775;COUNTY COMMISSIONER DISTRICT 1;72;LEO J ANDERLY;NP;24;24;775;55.84
1776;COUNTY COMMISSIONER DISTRICT 1;72;WILLIAM "BILL"  HARJES JR.;NP;24;24;611;44.02
1777;COUNTY COMMISSIONER DISTRICT 1;72;WRITE-IN (TOTAL);WI;24;24;2;0.14
1778;COUNTY COMMISSIONER DISTRICT 2;72;BILL  PINSKE;NP;24;24;948;66.81
1779;COUNTY COMMISSIONER DISTRICT 2;72;DENNIS "VAN" VANMOORLEHEM;NP;24;24;471;33.19
1780;COUNTY COMMISSIONER DISTRICT 2;72;WRITE-IN (TOTAL);WI;24;24;0;0
1781;COUNTY COMMISSIONER DISTRICT 4;72;CHARLIE WOEHLER;NP;24;24;740;54.29
1782;COUNTY COMMISSIONER DISTRICT 4;72;THOMAS "TOM"  FRANK;NP;24;24;620;45.49
1783;COUNTY COMMISSIONER DISTRICT 4;72;WRITE-IN (TOTAL);WI;24;24;3;0.22
1784;COUNTY COMMISSIONER DISTRICT 5;72;ROBERT EDWARDS;NP;24;24;682;46.05
1785;COUNTY COMMISSIONER DISTRICT 5;72;HAROLD L. PETTIS;NP;24;24;771;52.06
1786;COUNTY COMMISSIONER DISTRICT 5;72;WRITE-IN (TOTAL);WI;24;24;28;1.89
1787;COUNTY AUDITOR;72;LISA PFARR;NP;24;24;6168;99.36
1788;COUNTY AUDITOR;72;WRITE-IN (TOTAL);WI;24;24;40;0.64
1789;COUNTY TREASURER;72;MARY FISHER;NP;24;24;6277;99.87
1790;COUNTY TREASURER;72;WRITE-IN (TOTAL);WI;24;24;8;0.13
1791;COUNTY RECORDER;72;ELDRENE EBERT;NP;24;24;6017;99.55
1792;COUNTY RECORDER;72;WRITE-IN (TOTAL);WI;24;24;27;0.45
1793;COUNTY SHERIFF;72;BRUCE W. PONATH;NP;24;24;3742;53.15
1794;COUNTY SHERIFF;72;BRUCE FROEHLICH;NP;24;24;3283;46.63
1795;COUNTY SHERIFF;72;WRITE-IN (TOTAL);WI;24;24;16;0.23
1796;COUNTY ATTORNEY;72;DAVID E SCHAUER;NP;24;24;6047;99.16
1797;COUNTY ATTORNEY;72;WRITE-IN (TOTAL);WI;24;24;51;0.84
1798;COUNTY CORONER;72;WRITE-IN (TOTAL);WI;24;24;991;100
1799;SOIL AND WATER SUPERVISOR DISTRICT 1;72;HAROLD MELSHA;NP;24;24;5950;99.7
1800;SOIL AND WATER SUPERVISOR DISTRICT 1;72;WRITE-IN (TOTAL);WI;24;24;18;0.3
1801;SOIL AND WATER SUPERVISOR DISTRICT 2;72;JOHN PAULMANN;NP;24;24;5706;99.76
1802;SOIL AND WATER SUPERVISOR DISTRICT 2;72;WRITE-IN (TOTAL);WI;24;24;14;0.24
1803;COUNTY SURVEYOR;72;LEROY GREWE;NP;24;24;5916;99.6
1804;COUNTY SURVEYOR;72;WRITE-IN (TOTAL);WI;24;24;24;0.4
1805;COUNTY COMMISSIONER DISTRICT 1;73;KURT FRANKE;NP;102;102;3232;31.07
1806;COUNTY COMMISSIONER DISTRICT 1;73;LARRY HAWS;NP;102;102;7134;68.59
1807;COUNTY COMMISSIONER DISTRICT 1;73;WRITE-IN (TOTAL);WI;102;102;35;0.34
1808;COUNTY COMMISSIONER DISTRICT 2;73;MARK K. SAKRY;NP;102;102;9547;99.05
1809;COUNTY COMMISSIONER DISTRICT 2;73;WRITE-IN (TOTAL);WI;102;102;92;0.95
1810;COUNTY COMMISSIONER DISTRICT 3;73;VINCE SCHAEFER;NP;102;102;6067;53.96
1811;COUNTY COMMISSIONER DISTRICT 3;73;STEVE DEHLER;NP;102;102;5157;45.87
1812;COUNTY COMMISSIONER DISTRICT 3;73;WRITE-IN (TOTAL);WI;102;102;19;0.17
1813;COUNTY COMMISSIONER DISTRICT 5;73;DON OTTE;NP;102;102;9571;99.4
1814;COUNTY COMMISSIONER DISTRICT 5;73;WRITE-IN (TOTAL);WI;102;102;58;0.6
1815;COUNTY AUDITOR/TREASURER;73;RANDY R. SCHREIFELS;NP;102;102;39483;79.7
1816;COUNTY AUDITOR/TREASURER;73;SCOTT KELM;NP;102;102;9916;20.02
1817;COUNTY AUDITOR/TREASURER;73;WRITE-IN (TOTAL);WI;102;102;143;0.29
1818;COUNTY RECORDER;73;DIANE A. GRUNDHOEFER;NP;102;102;27090;56.03
1819;COUNTY RECORDER;73;JOANIE ROTHSTEIN;NP;102;102;21136;43.71
1820;COUNTY RECORDER;73;WRITE-IN (TOTAL);WI;102;102;125;0.26
1821;COUNTY SHERIFF;73;JOHN SANNER;NP;102;102;26067;51.54
1822;COUNTY SHERIFF;73;JAMES E. MCDERMOTT;NP;102;102;24338;48.13
1823;COUNTY SHERIFF;73;WRITE-IN (TOTAL);WI;102;102;167;0.33
1824;COUNTY ATTORNEY;73;MARY YUNKER;NP;102;102;25624;49.76
1825;COUNTY ATTORNEY;73;JANELLE P. KENDALL;NP;102;102;25771;50.04
1826;COUNTY ATTORNEY;73;WRITE-IN (TOTAL);WI;102;102;103;0.2
1827;SOIL AND WATER SUPERVISOR DISTRICT 1;73;CHARLES UPHOFF;NP;102;102;44822;99.44
1828;SOIL AND WATER SUPERVISOR DISTRICT 1;73;WRITE-IN (TOTAL);WI;102;102;254;0.56
1829;SOIL AND WATER SUPERVISOR DISTRICT 5;73;JEROME (JERRY) BECHTOLD;NP;102;102;45117;99.5
1830;SOIL AND WATER SUPERVISOR DISTRICT 5;73;WRITE-IN (TOTAL);WI;102;102;229;0.51
1831;COUNTY COMMISSIONER DISTRICT 1;74;BRUCE KUBICEK;NP;26;26;2659;98.85
1832;COUNTY COMMISSIONER DISTRICT 1;74;WRITE-IN (TOTAL);WI;26;26;31;1.15
1833;COUNTY COMMISSIONER DISTRICT 2;74;MARVIN SPINDLER;NP;26;26;1608;48.57
1834;COUNTY COMMISSIONER DISTRICT 2;74;DOUGLAS G JOHNSON;NP;26;26;1695;51.19
1835;COUNTY COMMISSIONER DISTRICT 2;74;WRITE-IN (TOTAL);WI;26;26;8;0.24
1836;COUNTY COMMISSIONER DISTRICT 3;74;JERRY L PETERSON;NP;26;26;1992;99.06
1837;COUNTY COMMISSIONER DISTRICT 3;74;WRITE-IN (TOTAL);WI;26;26;19;0.94
1838;COUNTY COMMISSIONER DISTRICT 4;74;JIM  WAGNER;NP;26;26;2174;74.15
1839;COUNTY COMMISSIONER DISTRICT 4;74;JOE NECHANICKY;NP;26;26;747;25.48
1840;COUNTY COMMISSIONER DISTRICT 4;74;WRITE-IN (TOTAL);WI;26;26;11;0.38
1841;COUNTY COMMISSIONER DISTRICT 5;74;TOM SHEA;NP;26;26;1647;52.74
1842;COUNTY COMMISSIONER DISTRICT 5;74;LES ABRAHAM;NP;26;26;1466;46.94
1843;COUNTY COMMISSIONER DISTRICT 5;74;WRITE-IN (TOTAL);WI;26;26;10;0.32
1844;COUNTY AUDITOR;74;LAURA IHRKE;NP;26;26;13308;99.14
1845;COUNTY AUDITOR;74;WRITE-IN (TOTAL);WI;26;26;116;0.86
1846;COUNTY TREASURER;74;STEVEN J ROHLIK;NP;26;26;13265;99.57
1847;COUNTY TREASURER;74;WRITE-IN (TOTAL);WI;26;26;57;0.43
1848;COUNTY SHERIFF;74;GARY A RINGHOFER;NP;26;26;9208;60.42
1849;COUNTY SHERIFF;74;TIM HASSING;NP;26;26;5982;39.25
1850;COUNTY SHERIFF;74;WRITE-IN (TOTAL);WI;26;26;49;0.32
1851;COUNTY ATTORNEY;74;DOUGLAS L RUTH;NP;26;26;13163;99.26
1852;COUNTY ATTORNEY;74;WRITE-IN (TOTAL);WI;26;26;98;0.74
1853;COUNTY SURVEYOR;74;JOHN HOSFIELD;NP;26;26;13117;99.71
1854;COUNTY SURVEYOR;74;WRITE-IN (TOTAL);WI;26;26;38;0.29
1855;SOIL AND WATER SUPERVISOR DISTRICT 1;74;MARK IHLENFELD;NP;26;26;13023;99.51
1856;SOIL AND WATER SUPERVISOR DISTRICT 1;74;WRITE-IN (TOTAL);WI;26;26;64;0.49
1857;SOIL AND WATER SUPERVISOR DISTRICT 3;74;DAVID J CURRELL;NP;26;26;12751;99.65
1858;SOIL AND WATER SUPERVISOR DISTRICT 3;74;WRITE-IN (TOTAL);WI;26;26;45;0.35
1859;COUNTY COMMISSIONER DISTRICT 1;75;PAUL R. WATZKE;NP;25;25;384;47.47
1860;COUNTY COMMISSIONER DISTRICT 1;75;SKIP SHERSTAD;NP;25;25;414;51.17
1861;COUNTY COMMISSIONER DISTRICT 1;75;WRITE-IN (TOTAL);WI;25;25;11;1.36
1862;COUNTY COMMISSIONER DISTRICT 2;75;HERB KLOOS;NP;25;25;980;97.61
1863;COUNTY COMMISSIONER DISTRICT 2;75;WRITE-IN (TOTAL);WI;25;25;24;2.39
1864;COUNTY COMMISSIONER DISTRICT 4;75;LARRY J. SAYRE;NP;25;25;998;98.42
1865;COUNTY COMMISSIONER DISTRICT 4;75;WRITE-IN (TOTAL);WI;25;25;16;1.58
1866;COUNTY COMMISSIONER DISTRICT 5;75;ROBERT M. STEVENSON;NP;25;25;624;59.32
1867;COUNTY COMMISSIONER DISTRICT 5;75;DON MUNSTERMAN;NP;25;25;424;40.3
1868;COUNTY COMMISSIONER DISTRICT 5;75;WRITE-IN (TOTAL);WI;25;25;4;0.38
1869;COUNTY AUDITOR/TREASURER;75;MARK MEUWISSEN;NP;25;25;3616;77.61
1870;COUNTY AUDITOR/TREASURER;75;WRITE-IN (TOTAL);WI;25;25;1043;22.39
1871;COUNTY RECORDER;75;DARLA LOHER;NP;25;25;1333;26.19
1872;COUNTY RECORDER;75;VIRGINIA MAHONEY;NP;25;25;3744;73.57
1873;COUNTY RECORDER;75;WRITE-IN (TOTAL);WI;25;25;12;0.24
1874;COUNTY SHERIFF;75;PHIL ASK;NP;25;25;1157;22.54
1875;COUNTY SHERIFF;75;RANDY WILLIS;NP;25;25;3927;76.49
1876;COUNTY SHERIFF;75;WRITE-IN (TOTAL);WI;25;25;50;0.97
1877;COUNTY ATTORNEY;75;CHARLES C. GLASRUD;NP;25;25;4512;97.35
1878;COUNTY ATTORNEY;75;WRITE-IN (TOTAL);WI;25;25;123;2.65
1879;SOIL AND WATER SUPERVISOR DISTRICT 2;75;GEORGE LIBBON;NP;25;25;4539;99.54
1880;SOIL AND WATER SUPERVISOR DISTRICT 2;75;WRITE-IN (TOTAL);WI;25;25;21;0.46
1881;SOIL AND WATER SUPERVISOR DISTRICT 3;75;JIM KROSCH;NP;25;25;2099;48.23
1882;SOIL AND WATER SUPERVISOR DISTRICT 3;75;CARL A. ANDERSON;NP;25;25;2237;51.4
1883;SOIL AND WATER SUPERVISOR DISTRICT 3;75;WRITE-IN (TOTAL);WI;25;25;16;0.37
1884;COUNTY COMMISSIONER DISTRICT 1;76;GARY HENDRICKX;NP;31;31;381;98.2
1885;COUNTY COMMISSIONER DISTRICT 1;76;WRITE-IN (TOTAL);WI;31;31;7;1.8
1886;COUNTY COMMISSIONER DISTRICT 2;76;RICHARD HANSON;NP;31;31;922;98.82
1887;COUNTY COMMISSIONER DISTRICT 2;76;WRITE-IN (TOTAL);WI;31;31;11;1.18
1888;COUNTY COMMISSIONER DISTRICT 3;76;LUVERNE NORBY;NP;31;31;768;62.59
1889;COUNTY COMMISSIONER DISTRICT 3;76;JOHN THOMPSON;NP;31;31;457;37.25
1890;COUNTY COMMISSIONER DISTRICT 3;76;WRITE-IN (TOTAL);WI;31;31;2;0.16
1891;COUNTY COMMISSIONER DISTRICT 4;76;JOHN E. BAKER;NP;31;31;1133;99.74
1892;COUNTY COMMISSIONER DISTRICT 4;76;WRITE-IN (TOTAL);WI;31;31;3;0.26
1893;COUNTY COMMISSIONER DISTRICT 5;76;DOUGLAS D. ANDERSON;NP;31;31;1047;98.77
1894;COUNTY COMMISSIONER DISTRICT 5;76;WRITE-IN (TOTAL);WI;31;31;13;1.23
1895;COUNTY AUDITOR;76;BYRON L. GIESE;NP;31;31;4535;99.56
1896;COUNTY AUDITOR;76;WRITE-IN (TOTAL);WI;31;31;20;0.44
1897;COUNTY TREASURER;76;RONALD (RON) A VADNAIS;NP;31;31;4656;99.89
1898;COUNTY TREASURER;76;WRITE-IN (TOTAL);WI;31;31;5;0.11
1899;COUNTY RECORDER;76;DONNA  LILLEBERG;NP;31;31;4446;99.69
1900;COUNTY RECORDER;76;WRITE-IN (TOTAL);WI;31;31;14;0.31
1901;COUNTY SHERIFF;76;CHARLES (CHUCK) EVENSON;NP;31;31;1339;26.8
1902;COUNTY SHERIFF;76;KENNETH B. HANSON;NP;31;31;3654;73.14
1903;COUNTY SHERIFF;76;WRITE-IN (TOTAL);WI;31;31;3;0.06
1904;COUNTY ATTORNEY;76;ROBIN W. FINKE;NP;31;31;4419;99.53
1905;COUNTY ATTORNEY;76;WRITE-IN (TOTAL);WI;31;31;21;0.47
1906;SOIL AND WATER SUPERVISOR DISTRICT 2;76;TIM KOOSMANN;NP;31;31;4421;99.93
1907;SOIL AND WATER SUPERVISOR DISTRICT 2;76;WRITE-IN (TOTAL);WI;31;31;3;0.07
1908;SOIL AND WATER SUPERVISOR DISTRICT 3;76;SHELDON AHRNDT;NP;31;31;3376;73.44
1909;SOIL AND WATER SUPERVISOR DISTRICT 3;76;WILLIAM ROIS;NP;31;31;1220;26.54
1910;SOIL AND WATER SUPERVISOR DISTRICT 3;76;WRITE-IN (TOTAL);WI;31;31;1;0.02
1911;COUNTY COMMISSIONER DISTRICT 2;77;DALE W. GREENWALDT;NP;38;38;841;42.26
1912;COUNTY COMMISSIONER DISTRICT 2;77;DEAN L. MEINERS;NP;38;38;1149;57.74
1913;COUNTY COMMISSIONER DISTRICT 2;77;WRITE-IN (TOTAL);WI;38;38;0;0
1914;COUNTY COMMISSIONER DISTRICT 4;77;JANET GOLIGOWSKI;NP;38;38;1344;59.47
1915;COUNTY COMMISSIONER DISTRICT 4;77;BOB MEAGHER;NP;38;38;916;40.53
1916;COUNTY COMMISSIONER DISTRICT 4;77;WRITE-IN (TOTAL);WI;38;38;0;0
1917;COUNTY AUDITOR/TREASURER;77;KAREN (WETTSTEIN) BUSCH;NP;38;38;5543;57.82
1918;COUNTY AUDITOR/TREASURER;77;LORI J. FEARING;NP;38;38;4044;42.18
1919;COUNTY AUDITOR/TREASURER;77;WRITE-IN (TOTAL);WI;38;38;0;0
1920;COUNTY RECORDER;77;CHERYL PERISH;NP;38;38;8945;100
1921;COUNTY RECORDER;77;WRITE-IN (TOTAL);WI;38;38;0;0
1922;COUNTY SHERIFF;77;DAVID G. KIRCHER;NP;38;38;6277;60.97
1923;COUNTY SHERIFF;77;DOUGLAS M. CASE;NP;38;38;4018;39.03
1924;COUNTY SHERIFF;77;WRITE-IN (TOTAL);WI;38;38;0;0
1925;COUNTY ATTORNEY;77;CHUCK RASMUSSEN;NP;38;38;5001;49.63
1926;COUNTY ATTORNEY;77;GAYLORD A. SAETRE;NP;38;38;5075;50.37
1927;COUNTY ATTORNEY;77;WRITE-IN (TOTAL);WI;38;38;0;0
1928;COUNTY CORONER;77;WRITE-IN (TOTAL);WI;38;38;0;0
1929;SOIL AND WATER SUPERVISOR DISTRICT 1;77;ROGER GERMANN;NP;38;38;2633;29.16
1930;SOIL AND WATER SUPERVISOR DISTRICT 1;77;NORMAN KRAUSE;NP;38;38;6397;70.84
1931;SOIL AND WATER SUPERVISOR DISTRICT 1;77;WRITE-IN (TOTAL);WI;38;38;0;0
1932;SOIL AND WATER SUPERVISOR DISTRICT 3;77;DALE KATTERHAGEN;NP;38;38;5049;56.43
1933;SOIL AND WATER SUPERVISOR DISTRICT 3;77;TOM ORR;NP;38;38;3899;43.57
1934;SOIL AND WATER SUPERVISOR DISTRICT 3;77;WRITE-IN (TOTAL);WI;38;38;0;0
1935;SOIL AND WATER SUPERVISOR DISTRICT 5;77;TOM WILLIAMSON;NP;38;38;7934;100
1936;SOIL AND WATER SUPERVISOR DISTRICT 5;77;WRITE-IN (TOTAL);WI;38;38;0;0
1937;COUNTY COMMISSIONER DISTRICT 1;78;GERALD  KAUS;NP;20;20;298;98.68
1938;COUNTY COMMISSIONER DISTRICT 1;78;WRITE-IN (TOTAL);WI;20;20;4;1.32
1939;COUNTY COMMISSIONER DISTRICT 2;78;WILLIAM J. GIBSON;NP;20;20;359;99.17
1940;COUNTY COMMISSIONER DISTRICT 2;78;WRITE-IN (TOTAL);WI;20;20;3;0.83
1941;COUNTY COMMISSIONER DISTRICT 3;78;DAVID R. NAATZ;NP;20;20;350;96.95
1942;COUNTY COMMISSIONER DISTRICT 3;78;WRITE-IN (TOTAL);WI;20;20;11;3.05
1943;COUNTY COMMISSIONER DISTRICT 4;78;LARRY GORACKE;NP;20;20;196;49.25
1944;COUNTY COMMISSIONER DISTRICT 4;78;DEAN L. GALLUP;NP;20;20;201;50.5
1945;COUNTY COMMISSIONER DISTRICT 4;78;WRITE-IN (TOTAL);WI;20;20;1;0.25
1946;COUNTY COMMISSIONER DISTRICT 5;78;NORMA  HOLTZ;NP;20;20;359;99.72
1947;COUNTY COMMISSIONER DISTRICT 5;78;WRITE-IN (TOTAL);WI;20;20;1;0.28
1948;COUNTY AUDITOR;78;JOHN A. MUELLENBACH;NP;20;20;1782;99.72
1949;COUNTY AUDITOR;78;WRITE-IN (TOTAL);WI;20;20;5;0.28
1950;COUNTY TREASURER;78;ALLEN WEICK;NP;20;20;1807;99.89
1951;COUNTY TREASURER;78;WRITE-IN (TOTAL);WI;20;20;2;0.11
1952;COUNTY RECORDER;78;JUDY (HUTCHINGS) KELLERMAN;NP;20;20;1749;99.83
1953;COUNTY RECORDER;78;WRITE-IN (TOTAL);WI;20;20;3;0.17
1954;COUNTY SHERIFF;78;DONALD J. MONTONYE;NP;20;20;1770;98.39
1955;COUNTY SHERIFF;78;WRITE-IN (TOTAL);WI;20;20;29;1.61
1956;COUNTY ATTORNEY;78;MATTHEW FRANZESE;NP;20;20;1655;99.16
1957;COUNTY ATTORNEY;78;WRITE-IN (TOTAL);WI;20;20;14;0.84
1958;SOIL AND WATER SUPERVISOR DISTRICT 2;78;GREG HOPPE;NP;20;20;1691;99.88
1959;SOIL AND WATER SUPERVISOR DISTRICT 2;78;WRITE-IN (TOTAL);WI;20;20;2;0.12
1960;SOIL AND WATER SUPERVISOR DISTRICT 3;78;DAVID RINKE;NP;20;20;1713;99.65
1961;SOIL AND WATER SUPERVISOR DISTRICT 3;78;WRITE-IN (TOTAL);WI;20;20;6;0.35
